route_id,route_name,mode,operator,start_stop,end_stop,stops_count,stops_list,distance_km_est,total_travel_time_min,dwell_time_total_min,avg_speed_kmh_est,frequency_min,service_start,service_end,trips_per_day_est,geometry_wkt,source
R0455,CABLE LasAguas — Centro,cable,Operador A,LasAguas,Centro,12,LasAguas;CiudadBolívar;Museo;Engativá;San Victorino;Salitre;NQS;PortalNorte;Chía;Usaquén;Quirigua;Centro,13.29,48,3,16.61,7,06:42:00,21:35:00,127,LINESTRING(...),synthetic_generated_by_chatgpt
R0456,SITP_COMPLEMENTARIA Calle80 — Centro,sitp_complementaria,Operador A,Calle80,Centro,10,Calle80;Av.Calle26;Cedritos;Portal Sur;Avenida39;Museo;Tunal;SimónBolívar;GranEstación;Centro,7.01,27,8,15.58,7,06:29:00,23:04:00,142,LINESTRING(...),synthetic_generated_by_chatgpt
R0457,CABLE Venecia — Teusaquillo,cable,Empresa SITP,Venecia,Teusaquillo,13,Venecia;Cedritos;SanAndresito;ColinaCampestre;Av.Calle26;PlazaBolívar;Avenida39;Marsella;La Candelaria;GranEstación;Museo;Bosa;Teusaquillo,14.35,49,4,17.57,30,04:02:00,23:59:00,39,LINESTRING(...),synthetic_generated_by_chatgpt
R0458,CABLE Avenida19 — Calle80,cable,Operador A,Avenida19,Calle80,14,Avenida19;Salitre;Suba;Usaquén;Modelo;La Candelaria;Venecia;Portal Sur;CiudadBolívar;Bosa;Marsella;Parque93;GranEstación;Calle80,12.24,46,10,15.97,5,06:17:00,23:56:00,211,LINESTRING(...),synthetic_generated_by_chatgpt
R0459,TRANSMILENIO_TRONCAL Calle80 — Marsella,transmilenio_troncal,Transmilenio S.A.,Calle80,Marsella,12,Calle80;PlazaBolívar;Museo;La Castellana;SimónBolívar;Acueducto;Usaquén;Chía;Galerías;Kennedy;Salitre;Marsella,13.79,55,7,15.05,5,05:51:00,22:48:00,203,LINESTRING(...),synthetic_generated_by_chatgpt
R0460,SITP_URBAN SanAndresito — Galerías,sitp_urban,Consorcio Zonal,SanAndresito,Galerías,9,SanAndresito;Parque93;ColinaCampestre;Kennedy;Soacha;GranEstación;Avenida39;SimónBolívar;Galerías,8.45,23,3,22.05,7,06:28:00,21:23:00,127,LINESTRING(...),synthetic_generated_by_chatgpt
R0461,TRANSMILENIO_TRONCAL LasAguas — El Tintal,transmilenio_troncal,Consorcio Zonal,LasAguas,El Tintal,10,LasAguas;ZonaFranc;Centro;SimónBolívar;Teusaquillo;GranEstación;Monserrate;Venecia;CiudadBolívar;El Tintal,8.73,27,5,19.41,5,05:08:00,20:41:00,186,LINESTRING(...),synthetic_generated_by_chatgpt
R0462,ALIMENTADOR Usme — Centro,alimentador,Operador A,Usme,Centro,12,Usme;Alquería;Monserrate;Galerías;Portal Sur;Cedritos;El Tintal;Quirigua;GranEstación;San Victorino;Calle80;Centro,11.27,54,8,12.52,15,06:58:00,21:50:00,59,LINESTRING(...),synthetic_generated_by_chatgpt
R0463,SITP_URBAN LasAguas — Centro,sitp_urban,Empresa SITP,LasAguas,Centro,18,LasAguas;Marsella;La Castellana;Salitre;Restrepo;Marly;Usaquén;Acueducto;La Candelaria;Teusaquillo;Kennedy;GranEstación;Engativá;CiudadBolívar;Parque93;Tunal;Cedritos;Centro,16.12,70,15,13.81,5,06:08:00,21:56:00,189,LINESTRING(...),synthetic_generated_by_chatgpt
R0464,TRANSMILENIO_TRONCAL Bosa — Marly,transmilenio_troncal,Consorcio Zonal,Bosa,Marly,12,Bosa;Calle80;Chía;Centro;Parque93;Quirigua;La Candelaria;Usaquén;Tunal;Modelo;LasAguas;Marly,8.54,27,7,18.97,15,06:11:00,21:30:00,61,LINESTRING(...),synthetic_generated_by_chatgpt
R0465,CABLE Galerías — Restrepo,cable,Operador A,Galerías,Restrepo,8,Galerías;Calle80;Teusaquillo;San Victorino;Modelo;Suba;Usme;Restrepo,7.31,15,5,29.24,5,04:11:00,23:29:00,231,LINESTRING(...),synthetic_generated_by_chatgpt
R0466,SITP_COMPLEMENTARIA Museo — San Victorino,sitp_complementaria,Consorcio Zonal,Museo,San Victorino,12,Museo;Suba;Monserrate;Marsella;Modelo;Salitre;Usaquén;Alquería;Soacha;NQS;Engativá;San Victorino,13.77,46,6,17.96,5,05:23:00,20:00:00,175,LINESTRING(...),synthetic_generated_by_chatgpt
R0467,SITP_COMPLEMENTARIA Parque93 — Avenida39,sitp_complementaria,Consorcio Zonal,Parque93,Avenida39,10,Parque93;GranEstación;Kennedy;Quirigua;SanAndresito;Engativá;Monserrate;Restrepo;Usme;Avenida39,8.25,39,9,12.69,20,05:11:00,21:55:00,50,LINESTRING(...),synthetic_generated_by_chatgpt
R0468,ALIMENTADOR Chía — La Castellana,alimentador,Operador A,Chía,La Castellana,5,Chía;Alquería;NQS;PortalNorte;La Castellana,5.22,7,2,44.77,10,05:27:00,20:33:00,90,LINESTRING(...),synthetic_generated_by_chatgpt
R0469,CABLE Tunal — PlazaBolívar,cable,Empresa SITP,Tunal,PlazaBolívar,8,Tunal;Avenida39;PortalNorte;CiudadBolívar;Venecia;La Candelaria;Av.Calle26;PlazaBolívar,6.26,17,5,22.11,30,04:47:00,22:47:00,36,LINESTRING(...),synthetic_generated_by_chatgpt
R0470,SITP_COMPLEMENTARIA Museo — Chía,sitp_complementaria,Empresa SITP,Museo,Chía,10,Museo;PlazaBolívar;Teusaquillo;Portal Sur;Tunal;Monserrate;Marsella;Chapinero;GranEstación;Chía,7.62,39,9,11.73,30,06:41:00,23:28:00,33,LINESTRING(...),synthetic_generated_by_chatgpt
R0471,CABLE Tunal — Suba,cable,Operador A,Tunal,Suba,17,Tunal;Monserrate;Quirigua;CiudadBolívar;PortalNorte;PlazaBolívar;Engativá;Galerías;ColinaCampestre;Kennedy;Marly;Venecia;SanAndresito;NQS;Chapinero;Chía;Suba,20.35,75,10,16.28,12,05:40:00,20:03:00,71,LINESTRING(...),synthetic_generated_by_chatgpt
R0472,SITP_URBAN Teusaquillo — San Victorino,sitp_urban,Consorcio Zonal,Teusaquillo,San Victorino,6,Teusaquillo;Kennedy;Centro;Fontibón;Modelo;San Victorino,5.66,23,3,14.77,7,06:18:00,23:14:00,145,LINESTRING(...),synthetic_generated_by_chatgpt
R0473,SITP_COMPLEMENTARIA Tunal — Av.Calle26,sitp_complementaria,Consorcio Zonal,Tunal,Av.Calle26,20,Tunal;Avenida19;San Victorino;Chía;Soacha;Venecia;Usme;Chapinero;Suba;CiudadBolívar;GranEstación;Fontibón;Teusaquillo;SanAndresito;Galerías;Marsella;NQS;Engativá;Museo;Av.Calle26,16.03,68,17,14.14,5,06:06:00,20:50:00,176,LINESTRING(...),synthetic_generated_by_chatgpt
R0474,TRANSMILENIO_TRONCAL SimónBolívar — Chapinero,transmilenio_troncal,Empresa SITP,SimónBolívar,Chapinero,13,SimónBolívar;Suba;Fontibón;Tunal;NQS;Monserrate;Restrepo;Avenida39;Centro;Portal Sur;LasAguas;CiudadBolívar;Chapinero,13.17,47,9,16.82,10,06:22:00,21:25:00,90,LINESTRING(...),synthetic_generated_by_chatgpt
R0475,SITP_URBAN Restrepo — Centro,sitp_urban,Empresa SITP,Restrepo,Centro,13,Restrepo;ZonaFranc;GranEstación;LasAguas;SanAndresito;La Castellana;Chapinero;Acueducto;San Victorino;SimónBolívar;Alquería;Teusaquillo;Centro,15.4,50,11,18.48,15,04:28:00,22:03:00,70,LINESTRING(...),synthetic_generated_by_chatgpt
R0476,CABLE Marly — SimónBolívar,cable,Operador A,Marly,SimónBolívar,14,Marly;Teusaquillo;Museo;San Victorino;Quirigua;Kennedy;SanAndresito;Calle80;Bosa;Avenida39;Parque93;La Candelaria;PortalNorte;SimónBolívar,10.61,47,12,13.55,12,06:02:00,21:25:00,76,LINESTRING(...),synthetic_generated_by_chatgpt
R0477,TRANSMILENIO_TRONCAL Galerías — Parque93,transmilenio_troncal,Consorcio Zonal,Galerías,Parque93,11,Galerías;GranEstación;CiudadBolívar;Usme;Venecia;La Castellana;ZonaFranc;NQS;Marly;Museo;Parque93,11.76,41,10,17.21,15,05:10:00,23:45:00,74,LINESTRING(...),synthetic_generated_by_chatgpt
R0478,SITP_COMPLEMENTARIA Avenida19 — Suba,sitp_complementaria,Operador A,Avenida19,Suba,5,Avenida19;Portal Sur;SanAndresito;Avenida39;Suba,4.39,7,2,37.64,20,04:13:00,21:57:00,53,LINESTRING(...),synthetic_generated_by_chatgpt
R0479,CABLE Museo — Suba,cable,Operador A,Museo,Suba,5,Museo;Galerías;NQS;CiudadBolívar;Suba,4.68,20,2,14.05,7,05:09:00,20:59:00,135,LINESTRING(...),synthetic_generated_by_chatgpt
R0480,ALIMENTADOR Bosa — Soacha,alimentador,Transmilenio S.A.,Bosa,Soacha,11,Bosa;Museo;Kennedy;Alquería;GranEstación;La Candelaria;Chapinero;Usme;Suba;Chía;Soacha,8.15,35,9,13.97,7,06:00:00,22:31:00,141,LINESTRING(...),synthetic_generated_by_chatgpt
R0481,ALIMENTADOR Quirigua — Acueducto,alimentador,Transmilenio S.A.,Quirigua,Acueducto,11,Quirigua;Avenida39;Salitre;Teusaquillo;ZonaFranc;LasAguas;ColinaCampestre;Venecia;Soacha;La Candelaria;Acueducto,9.11,31,6,17.62,5,06:30:00,21:46:00,183,LINESTRING(...),synthetic_generated_by_chatgpt
R0482,SITP_URBAN LasAguas — Fontibón,sitp_urban,Empresa SITP,LasAguas,Fontibón,5,LasAguas;GranEstación;Modelo;Soacha;Fontibón,4.77,22,4,13.01,20,04:13:00,22:03:00,53,LINESTRING(...),synthetic_generated_by_chatgpt
R0483,SITP_URBAN SanAndresito — PlazaBolívar,sitp_urban,Transmilenio S.A.,SanAndresito,PlazaBolívar,12,SanAndresito;Quirigua;Bosa;CiudadBolívar;Kennedy;El Tintal;Av.Calle26;LasAguas;Chía;Fontibón;Parque93;PlazaBolívar,10.49,32,8,19.67,10,05:58:00,21:03:00,90,LINESTRING(...),synthetic_generated_by_chatgpt
R0484,CABLE Usaquén — PlazaBolívar,cable,Operador B,Usaquén,PlazaBolívar,20,Usaquén;SimónBolívar;Centro;Usme;Suba;Calle80;Av.Calle26;Avenida19;Acueducto;CiudadBolívar;Marly;Chapinero;La Candelaria;NQS;Museo;ZonaFranc;Chía;GranEstación;Modelo;PlazaBolívar,20.7,70,6,17.74,30,05:03:00,22:36:00,35,LINESTRING(...),synthetic_generated_by_chatgpt
R0485,SITP_COMPLEMENTARIA NQS — Av.Calle26,sitp_complementaria,Transmilenio S.A.,NQS,Av.Calle26,15,NQS;Cedritos;Museo;GranEstación;San Victorino;Tunal;Usme;Teusaquillo;ZonaFranc;Engativá;Restrepo;SanAndresito;Portal Sur;Marly;Av.Calle26,11.57,37,10,18.76,5,04:45:00,20:20:00,187,LINESTRING(...),synthetic_generated_by_chatgpt
R0486,SITP_COMPLEMENTARIA Museo — Teusaquillo,sitp_complementaria,Operador A,Museo,Teusaquillo,17,Museo;GranEstación;Avenida39;Marly;Engativá;Kennedy;Avenida19;CiudadBolívar;La Castellana;Parque93;Modelo;Soacha;Alquería;La Candelaria;Calle80;SimónBolívar;Teusaquillo,18.96,72,15,15.8,20,05:22:00,20:32:00,45,LINESTRING(...),synthetic_generated_by_chatgpt
R0487,ALIMENTADOR ZonaFranc — Galerías,alimentador,Consorcio Zonal,ZonaFranc,Galerías,11,ZonaFranc;Centro;Suba;Cedritos;GranEstación;SanAndresito;La Candelaria;Venecia;ColinaCampestre;Quirigua;Galerías,9.75,45,10,13.01,30,06:36:00,20:04:00,26,LINESTRING(...),synthetic_generated_by_chatgpt
R0488,SITP_URBAN Tunal — Parque93,sitp_urban,Transmilenio S.A.,Tunal,Parque93,13,Tunal;Venecia;GranEstación;El Tintal;Chapinero;Restrepo;SimónBolívar;Soacha;Fontibón;Engativá;PlazaBolívar;Salitre;Parque93,11.83,49,12,14.49,5,05:56:00,21:15:00,183,LINESTRING(...),synthetic_generated_by_chatgpt
R0489,SITP_COMPLEMENTARIA Alquería — CiudadBolívar,sitp_complementaria,Operador B,Alquería,CiudadBolívar,14,Alquería;Marly;Calle80;Kennedy;Monserrate;ZonaFranc;Cedritos;San Victorino;Chía;Suba;Portal Sur;GranEstación;Bosa;CiudadBolívar,12.3,46,8,16.05,30,05:05:00,23:35:00,37,LINESTRING(...),synthetic_generated_by_chatgpt
R0490,TRANSMILENIO_TRONCAL PortalNorte — La Castellana,transmilenio_troncal,Operador B,PortalNorte,La Castellana,18,PortalNorte;Calle80;ColinaCampestre;Tunal;Chapinero;Fontibón;Cedritos;Venecia;ZonaFranc;GranEstación;Kennedy;LasAguas;Soacha;Alquería;Salitre;El Tintal;Bosa;La Castellana,16.51,62,12,15.97,15,05:45:00,20:42:00,59,LINESTRING(...),synthetic_generated_by_chatgpt
R0491,SITP_URBAN Museo — Avenida39,sitp_urban,Empresa SITP,Museo,Avenida39,12,Museo;El Tintal;Bosa;Cedritos;ColinaCampestre;Usaquén;Monserrate;Suba;LasAguas;Usme;Acueducto;Avenida39,13.38,51,8,15.75,20,04:02:00,21:29:00,52,LINESTRING(...),synthetic_generated_by_chatgpt
R0492,CABLE PortalNorte — LasAguas,cable,Consorcio Zonal,PortalNorte,LasAguas,14,PortalNorte;Monserrate;Quirigua;Centro;Avenida19;Galerías;Suba;Chía;Av.Calle26;Bosa;Parque93;La Castellana;Usme;LasAguas,13.08,47,13,16.7,30,05:19:00,20:10:00,29,LINESTRING(...),synthetic_generated_by_chatgpt
R0493,TRANSMILENIO_TRONCAL SanAndresito — Restrepo,transmilenio_troncal,Transmilenio S.A.,SanAndresito,Restrepo,19,SanAndresito;Modelo;PortalNorte;Teusaquillo;Alquería;Salitre;LasAguas;SimónBolívar;Acueducto;Quirigua;Marly;Portal Sur;Museo;Avenida19;Engativá;Monserrate;El Tintal;Fontibón;Restrepo,22.57,87,18,15.57,30,04:07:00,23:51:00,39,LINESTRING(...),synthetic_generated_by_chatgpt
R0494,TRANSMILENIO_TRONCAL Bosa — ZonaFranc,transmilenio_troncal,Operador B,Bosa,ZonaFranc,5,Bosa;El Tintal;Quirigua;Avenida19;ZonaFranc,4.27,21,3,12.19,12,04:31:00,22:24:00,89,LINESTRING(...),synthetic_generated_by_chatgpt
R0495,SITP_COMPLEMENTARIA Acueducto — Modelo,sitp_complementaria,Operador A,Acueducto,Modelo,15,Acueducto;Galerías;GranEstación;Fontibón;Bosa;Avenida39;El Tintal;Centro;Venecia;Museo;Quirigua;Marsella;Engativá;Tunal;Modelo,14.69,51,6,17.28,7,04:39:00,20:54:00,139,LINESTRING(...),synthetic_generated_by_chatgpt
R0496,CABLE Parque93 — Museo,cable,Empresa SITP,Parque93,Museo,6,Parque93;Chapinero;Marly;Suba;Usme;Museo,4.2,20,5,12.61,12,06:44:00,20:26:00,68,LINESTRING(...),synthetic_generated_by_chatgpt
R0497,SITP_URBAN Modelo — Parque93,sitp_urban,Transmilenio S.A.,Modelo,Parque93,15,Modelo;Chía;Centro;Bosa;Avenida19;Marly;Acueducto;El Tintal;Kennedy;PortalNorte;Teusaquillo;ColinaCampestre;Quirigua;PlazaBolívar;Parque93,14.19,45,5,18.92,15,05:02:00,21:44:00,66,LINESTRING(...),synthetic_generated_by_chatgpt
R0498,CABLE Portal Sur — Soacha,cable,Transmilenio S.A.,Portal Sur,Soacha,9,Portal Sur;La Candelaria;Marly;Kennedy;Marsella;Museo;Avenida39;Tunal;Soacha,10.78,34,3,19.03,30,05:24:00,23:55:00,37,LINESTRING(...),synthetic_generated_by_chatgpt
R0499,TRANSMILENIO_TRONCAL Chapinero — Salitre,transmilenio_troncal,Consorcio Zonal,Chapinero,Salitre,19,Chapinero;ColinaCampestre;LasAguas;Usme;La Castellana;Acueducto;SimónBolívar;PlazaBolívar;Modelo;Marsella;Chía;Calle80;Galerías;Quirigua;Suba;SanAndresito;Parque93;Restrepo;Salitre,17.48,66,14,15.89,7,06:58:00,20:10:00,113,LINESTRING(...),synthetic_generated_by_chatgpt
R0500,ALIMENTADOR Alquería — ZonaFranc,alimentador,Operador A,Alquería,ZonaFranc,5,Alquería;Marly;Bosa;Marsella;ZonaFranc,4.4,11,4,24.0,5,05:13:00,23:55:00,224,LINESTRING(...),synthetic_generated_by_chatgpt
